NGÀY GIỜ,NGÀY,THÁNG,Ma VC,NHÀ VẬN CHUYỂN,TRÙNG?,MÃ VẬN ĐƠN,"1 XONG
2 HOÀN
3 KHIẾU NẠI",GỬI?,XEM VĐ,NGÀY 10/9 ĐƠN: 123 NGÀY 9/9 ĐƠN: 109 NGÀY 8/9 ĐƠN: 55,GHI CHÚ,QUA KHO TQ,,IN SPX
09/08 14:14,9,8,6,SHOPEE EXPRESS,OK,SPXVN033747013518,0,ĐÃ GỬI,SPX 3518,,,,,
09/08 14:37,9,8,2,JT EXPRESS,OK,855695272307,0,ĐÃ GỬI,JT 2307,NGÀY 9-8 ĐƠN: 107,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN033874691558,0,ĐÃ GỬI,SPX 1558,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN033903510778,0,ĐÃ GỬI,SPX 0778,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036965256508,0,ĐÃ GỬI,SPX 6508,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036220442498,0,ĐÃ GỬI,SPX 2498,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN038199331558,0,ĐÃ GỬI,SPX 1558,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN031789048528,0,ĐÃ GỬI,SPX 8528,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN034108279258,0,ĐÃ GỬI,SPX 9258,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN032654046708,0,ĐÃ GỬI,SPX 6708,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN038183991118,2,HOÀN,SPX 1118,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN035963890828,0,ĐÃ GỬI,SPX 0828,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN039596646268,0,ĐÃ GỬI,SPX 6268,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN032696629518,0,ĐÃ GỬI,SPX 9518,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN030423957148,0,ĐÃ GỬI,SPX 7148,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036870835778,0,ĐÃ GỬI,SPX 5778,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN031153910078,0,ĐÃ GỬI,SPX 0078,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN037832804848,0,ĐÃ GỬI,SPX 4848,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN031383777288,0,ĐÃ GỬI,SPX 7288,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN035927311318,0,ĐÃ GỬI,SPX 1318,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN030525926818,0,ĐÃ GỬI,SPX 6818,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN038826053708,0,ĐÃ GỬI,SPX 3708,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN039394472368,0,ĐÃ GỬI,SPX 2368,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN035274927758,0,ĐÃ GỬI,SPX 7758,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036602362688,0,ĐÃ GỬI,SPX 2688,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN032755437358,0,ĐÃ GỬI,SPX 7358,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036938070898,0,ĐÃ GỬI,SPX 0898,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN037811544698,0,ĐÃ GỬI,SPX 4698,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN031574288468,0,ĐÃ GỬI,SPX 8468,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN039933970218,0,ĐÃ GỬI,SPX 0218,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN032856606018,0,ĐÃ GỬI,SPX 6018,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN034188832488,0,ĐÃ GỬI,SPX 2488,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN031190666948,0,ĐÃ GỬI,SPX 6948,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN032600493898,0,ĐÃ GỬI,SPX 3898,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN037986036728,0,ĐÃ GỬI,SPX 6728,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN039603527898,0,ĐÃ GỬI,SPX 7898,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN032853849558,0,ĐÃ GỬI,SPX 9558,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN035290494218,0,ĐÃ GỬI,SPX 4218,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN031999074778,0,ĐÃ GỬI,SPX 4778,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN031243926608,0,ĐÃ GỬI,SPX 6608,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN030556636058,0,ĐÃ GỬI,SPX 6058,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN035045163408,0,ĐÃ GỬI,SPX 3408,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN038090560178,0,ĐÃ GỬI,SPX 0178,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036816610638,0,ĐÃ GỬI,SPX 0638,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN032607253788,0,ĐÃ GỬI,SPX 3788,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN034086064638,0,ĐÃ GỬI,SPX 4638,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036375486108,0,ĐÃ GỬI,SPX 6108,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN035717640718,0,ĐÃ GỬI,SPX 0718,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN035984569428,0,ĐÃ GỬI,SPX 9428,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN033678065598,0,ĐÃ GỬI,SPX 5598,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN038489797058,0,ĐÃ GỬI,SPX 7058,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN033886415488,0,ĐÃ GỬI,SPX 5488,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN035283965238,0,ĐÃ GỬI,SPX 5238,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN039417820548,0,ĐÃ GỬI,SPX 0548,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN035874687008,0,ĐÃ GỬI,SPX 7008,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036952405448,0,ĐÃ GỬI,SPX 5448,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN039632882298,2,HOÀN,SPX 2298,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN031314444848,2,HOÀN,SPX 4848,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036657910298,0,ĐÃ GỬI,SPX 0298,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN038370455558,0,ĐÃ GỬI,SPX 5558,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN035207836838,0,ĐÃ GỬI,SPX 6838,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN037767317108,2,HOÀN,SPX 7108,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN032951881608,0,ĐÃ GỬI,SPX 1608,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN033195609468,0,ĐÃ GỬI,SPX 9468,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN031043312238,0,ĐÃ GỬI,SPX 2238,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN031319364858,0,ĐÃ GỬI,SPX 4858,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN039385990008,0,ĐÃ GỬI,SPX 0008,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN035920829648,0,ĐÃ GỬI,SPX 9648,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036445157858,0,ĐÃ GỬI,SPX 7858,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN034453860848,0,ĐÃ GỬI,SPX 0848,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN031567733518,0,ĐÃ GỬI,SPX 3518,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN034350822808,0,ĐÃ GỬI,SPX 2808,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036315791558,0,ĐÃ GỬI,SPX 1558,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN038198103238,0,ĐÃ GỬI,SPX 3238,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN034215120268,0,ĐÃ GỬI,SPX 0268,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN033403711898,0,ĐÃ GỬI,SPX 1898,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN032671665398,0,ĐÃ GỬI,SPX 5398,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN035735254268,0,ĐÃ GỬI,SPX 4268,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN038044680358,2,HOÀN,SPX 0358,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN038604140618,0,ĐÃ GỬI,SPX 0618,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN031528594318,0,ĐÃ GỬI,SPX 4318,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN039479787358,0,ĐÃ GỬI,SPX 7358,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN034375132338,0,ĐÃ GỬI,SPX 2338,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036879258328,0,ĐÃ GỬI,SPX 8328,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN037705329668,0,ĐÃ GỬI,SPX 9668,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036253019388,0,ĐÃ GỬI,SPX 9388,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036726945728,0,ĐÃ GỬI,SPX 5728,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN037256791028,0,ĐÃ GỬI,SPX 1028,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN038859636718,0,ĐÃ GỬI,SPX 6718,,,,,
10/08 11:45,10,8,6,SHOPEE EXPRESS,OK,SPXVN036722562248,0,ĐÃ GỬI,SPX 2248,,,,,
10/08 11:50,10,8,3,GIAO HÀNG NHANH,OK,G8L4LMU4,0,ĐÃ GỬI,GHN LMU4,,,,,
10/08 11:50,10,8,3,GIAO HÀNG NHANH,OK,G8L4XN8H,0,ĐÃ GỬI,GHN XN8H,,,,,
10/08 12:54,10,8,3,GIAO HÀNG NHANH,OK,G8L4XDGR,0,ĐÃ GỬI,GHN XDGR,,,,,
10/08 12:54,10,8,3,GIAO HÀNG NHANH,OK,G8L4XDKL,0,ĐÃ GỬI,GHN XDKL,,,,,
10/08 12:54,10,8,1,VNPOST,OK,CD614152002VN,0,ĐÃ GỬI,VNP 02VN,,,,,
10/08 12:54,10,8,1,VNPOST,OK,CD614152254VN,0,ĐÃ GỬI,VNP 54VN,,,,,
10/08 12:54,10,8,1,VNPOST,OK,CD614152890VN,0,ĐÃ GỬI,VNP 90VN,,,,,
10/08 12:54,10,8,3,GIAO HÀNG NHANH,OK,G8L48VRN,0,ĐÃ GỬI,GHN 8VRN,,,,,
10/08 12:54,10,8,6,SHOPEE EXPRESS,OK,SPXVN035608830178,0,ĐÃ GỬI,SPX 0178,,,,,
10/08 12:54,10,8,6,SHOPEE EXPRESS,OK,SPXVN035966307198,0,ĐÃ GỬI,SPX 7198,,,,,
10/08 12:54,10,8,6,SHOPEE EXPRESS,OK,SPXVN036365691278,0,ĐÃ GỬI,SPX 1278,,,,,
10/08 12:54,10,8,2,JT EXPRESS,OK,855696739409,0,ĐÃ GỬI,JT 9409,,,,,
10/08 12:54,10,8,3,GIAO HÀNG NHANH,OK,G8L48VRQ,0,ĐÃ GỬI,GHN 8VRQ,,,,,
10/08 12:54,10,8,3,GIAO HÀNG NHANH,OK,G8L48GMY,0,ĐÃ GỬI,GHN 8GMY,,,,,
10/08 12:54,10,8,3,GIAO HÀNG NHANH,OK,G8L48GMR,0,ĐÃ GỬI,GHN 8GMR,,,,,
10/08 12:54,10,8,6,SHOPEE EXPRESS,OK,SPXVN034002180298,0,ĐÃ GỬI,SPX 0298,,,,,
10/08 12:54,10,8,6,SHOPEE EXPRESS,OK,SPXVN033388072918,0,ĐÃ GỬI,SPX 2918,,,,,
10/08 12:54,10,8,FALSE,,OK,G8L4ẢTT,0,ĐÃ GỬI,LỖI VẬN ĐƠN,NGÀY 10-8 ĐƠN: 106,,,,
11/08 11:59,11,8,6,SHOPEE EXPRESS,OK,SPXVN037592677268,0,ĐÃ GỬI,SPX 7268,,che teen,,,
11/08 12:12,11,8,6,SHOPEE EXPRESS,OK,SPXVN033976650968,0,ĐÃ GỬI,SPX 0968,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN031215255978,0,ĐÃ GỬI,SPX 5978,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN033007601138,0,ĐÃ GỬI,SPX 1138,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN035686862858,0,ĐÃ GỬI,SPX 2858,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN031000162278,0,ĐÃ GỬI,SPX 2278,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN030069036628,0,ĐÃ GỬI,SPX 6628,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN036109515128,0,ĐÃ GỬI,SPX 5128,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN030000078718,0,ĐÃ GỬI,SPX 8718,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN031756650218,0,ĐÃ GỬI,SPX 0218,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN038665358158,0,ĐÃ GỬI,SPX 8158,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN032745956488,0,ĐÃ GỬI,SPX 6488,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN035759260538,0,ĐÃ GỬI,SPX 0538,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN030602428288,0,ĐÃ GỬI,SPX 8288,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN037868041788,0,ĐÃ GỬI,SPX 1788,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN037159247748,0,ĐÃ GỬI,SPX 7748,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN034573433628,0,ĐÃ GỬI,SPX 3628,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN034465785368,0,ĐÃ GỬI,SPX 5368,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN039887210708,0,ĐÃ GỬI,SPX 0708,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN035492808338,0,ĐÃ GỬI,SPX 8338,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN030387705908,0,ĐÃ GỬI,SPX 5908,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN037652923238,0,ĐÃ GỬI,SPX 3238,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN031920770948,0,ĐÃ GỬI,SPX 0948,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN036244076028,0,ĐÃ GỬI,SPX 6028,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN037435159708,0,ĐÃ GỬI,SPX 9708,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN031879529808,0,ĐÃ GỬI,SPX 9808,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN030580734018,0,ĐÃ GỬI,SPX 4018,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN033786933618,0,ĐÃ GỬI,SPX 3618,,,,,
11/08 12:13,11,8,6,SHOPEE EXPRESS,OK,SPXVN033763845038,0,ĐÃ GỬI,SPX 5038,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN035959265528,0,ĐÃ GỬI,SPX 5528,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN039798792028,0,ĐÃ GỬI,SPX 2028,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN035804590428,0,ĐÃ GỬI,SPX 0428,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN030894852648,0,ĐÃ GỬI,SPX 2648,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN033648956318,0,ĐÃ GỬI,SPX 6318,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN032546523478,0,ĐÃ GỬI,SPX 3478,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN030780023908,0,ĐÃ GỬI,SPX 3908,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN032325598438,0,ĐÃ GỬI,SPX 8438,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN033209704598,0,ĐÃ GỬI,SPX 4598,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN038279063178,0,ĐÃ GỬI,SPX 3178,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN039173728048,0,ĐÃ GỬI,SPX 8048,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN034410774148,0,ĐÃ GỬI,SPX 4148,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN032526439888,0,ĐÃ GỬI,SPX 9888,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN039948375428,0,ĐÃ GỬI,SPX 5428,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN035562700968,0,ĐÃ GỬI,SPX 0968,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN038812840658,0,ĐÃ GỬI,SPX 0658,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN030626341958,0,ĐÃ GỬI,SPX 1958,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN032270983398,0,ĐÃ GỬI,SPX 3398,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN035321118728,0,ĐÃ GỬI,SPX 8728,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN037628580718,0,ĐÃ GỬI,SPX 0718,,,,,
11/08 12:14,11,8,6,SHOPEE EXPRESS,OK,SPXVN039857379748,0,ĐÃ GỬI,SPX 9748,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN032182150248,0,ĐÃ GỬI,SPX 0248,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN033379152838,0,ĐÃ GỬI,SPX 2838,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN030072089148,0,ĐÃ GỬI,SPX 9148,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN032297538008,0,ĐÃ GỬI,SPX 8008,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN036628080288,0,ĐÃ GỬI,SPX 0288,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN031800719398,0,ĐÃ GỬI,SPX 9398,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN038635579458,0,ĐÃ GỬI,SPX 9458,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN035087171218,0,ĐÃ GỬI,SPX 1218,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN037515004268,0,ĐÃ GỬI,SPX 4268,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN039014040198,0,ĐÃ GỬI,SPX 0198,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN035724385358,0,ĐÃ GỬI,SPX 5358,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN030599615178,0,ĐÃ GỬI,SPX 5178,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN032076764468,0,ĐÃ GỬI,SPX 4468,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN033338280988,2,HOÀN,SPX 0988,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN032176243568,0,ĐÃ GỬI,SPX 3568,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN039056902498,0,ĐÃ GỬI,SPX 2498,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN030202658368,2,HOÀN,SPX 8368,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN034159605278,0,ĐÃ GỬI,SPX 5278,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN039942704588,0,ĐÃ GỬI,SPX 4588,,,,,
11/08 12:15,11,8,6,SHOPEE EXPRESS,OK,SPXVN032243773698,0,ĐÃ GỬI,SPX 3698,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN037770928948,0,ĐÃ GỬI,SPX 8948,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN035622829168,0,ĐÃ GỬI,SPX 9168,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN032372766688,0,ĐÃ GỬI,SPX 6688,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN037537196768,0,ĐÃ GỬI,SPX 6768,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN033113316588,0,ĐÃ GỬI,SPX 6588,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN036522472028,0,ĐÃ GỬI,SPX 2028,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN039178818518,0,ĐÃ GỬI,SPX 8518,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN032228974908,0,ĐÃ GỬI,SPX 4908,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN034555615678,0,ĐÃ GỬI,SPX 5678,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN037789754948,0,ĐÃ GỬI,SPX 4948,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN036315840508,0,ĐÃ GỬI,SPX 0508,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN036894820468,0,ĐÃ GỬI,SPX 0468,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN031827428148,0,ĐÃ GỬI,SPX 8148,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN039525939888,2,HOÀN,SPX 9888,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN034853654408,0,ĐÃ GỬI,SPX 4408,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN031666471318,0,ĐÃ GỬI,SPX 1318,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN032737457188,0,ĐÃ GỬI,SPX 7188,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN030309610258,0,ĐÃ GỬI,SPX 0258,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN030015726518,2,HOÀN,SPX 6518,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN033011328158,0,ĐÃ GỬI,SPX 8158,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN035784020328,2,HOÀN,SPX 0328,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN037317043918,0,ĐÃ GỬI,SPX 3918,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN033184808558,0,ĐÃ GỬI,SPX 8558,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN032649098558,0,ĐÃ GỬI,SPX 8558,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN037330922518,0,ĐÃ GỬI,SPX 2518,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN035684808578,0,ĐÃ GỬI,SPX 8578,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN038742661748,0,ĐÃ GỬI,SPX 1748,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN039773210598,0,ĐÃ GỬI,SPX 0598,,,,,
11/08 12:16,11,8,6,SHOPEE EXPRESS,OK,SPXVN036190022658,0,ĐÃ GỬI,SPX 2658,,,,,
11/08 12:16,11,8,3,GIAO HÀNG NHANH,OK,G8LKYPDA,0,ĐÃ GỬI,GHN YPDA,,,,,
11/08 12:17,11,8,3,GIAO HÀNG NHANH,OK,G8LKYPDY,0,ĐÃ GỬI,GHN YPDY,,,,,
11/08 12:17,11,8,3,GIAO HÀNG NHANH,OK,G8LKYPDH,0,ĐÃ GỬI,GHN YPDH,,,,,
11/08 12:17,11,8,3,GIAO HÀNG NHANH,OK,G8LKYPDT,0,ĐÃ GỬI,GHN YPDT,,,,,
11/08 12:17,11,8,3,GIAO HÀNG NHANH,OK,G8LKYPDE,0,ĐÃ GỬI,GHN YPDE,,,,,
