NGÀY GIỜ,NGÀY,THÁNG,Ma VC,NHÀ VẬN CHUYỂN,TRÙNG?,MÃ VẬN ĐƠN,"1 XONG
2 HOÀN
3 KHIẾU NẠI",GỬI?,XEM VĐ,NGÀY 10/9 ĐƠN: 123 NGÀY 9/9 ĐƠN: 109 NGÀY 8/9 ĐƠN: 55,GHI CHÚ,QUA KHO TQ,,IN SPX
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN037940269548,0,ĐÃ GỬI,SPX 9548,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN032147099538,2,HOÀN,SPX 9538,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN036876159758,0,ĐÃ GỬI,SPX 9758,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN038860334158,0,ĐÃ GỬI,SPX 4158,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN036079497628,0,ĐÃ GỬI,SPX 7628,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN033304379698,0,ĐÃ GỬI,SPX 9698,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN033306783118,0,ĐÃ GỬI,SPX 3118,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN038601299298,0,ĐÃ GỬI,SPX 9298,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN038663492918,0,ĐÃ GỬI,SPX 2918,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN032643003688,0,ĐÃ GỬI,SPX 3688,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN032455476588,0,ĐÃ GỬI,SPX 6588,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN033506950568,0,ĐÃ GỬI,SPX 0568,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN039161310928,0,ĐÃ GỬI,SPX 0928,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN038950598258,0,ĐÃ GỬI,SPX 8258,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN035171282338,0,ĐÃ GỬI,SPX 2338,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN036586689178,0,ĐÃ GỬI,SPX 9178,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN038826454638,2,HOÀN,SPX 4638,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN034206501258,0,ĐÃ GỬI,SPX 1258,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN034321579208,0,ĐÃ GỬI,SPX 9208,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN038695253108,0,ĐÃ GỬI,SPX 3108,,,,,
18/08 9:57,18,8,6,SHOPEE EXPRESS,OK,SPXVN034078740438,0,ĐÃ GỬI,SPX 0438,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN032778165828,0,ĐÃ GỬI,SPX 5828,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN034620426788,0,ĐÃ GỬI,SPX 6788,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN033598397268,0,ĐÃ GỬI,SPX 7268,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN034591401608,0,ĐÃ GỬI,SPX 1608,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN036898223758,0,ĐÃ GỬI,SPX 3758,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN036242808498,0,ĐÃ GỬI,SPX 8498,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN036439997208,0,ĐÃ GỬI,SPX 7208,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN032281368038,0,ĐÃ GỬI,SPX 8038,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN034863579208,0,ĐÃ GỬI,SPX 9208,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN036879682358,0,ĐÃ GỬI,SPX 2358,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN035354531608,0,ĐÃ GỬI,SPX 1608,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN035054324998,0,ĐÃ GỬI,SPX 4998,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN038807106168,0,ĐÃ GỬI,SPX 6168,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN031084958828,0,ĐÃ GỬI,SPX 8828,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN031388746268,0,ĐÃ GỬI,SPX 6268,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN033278554278,0,ĐÃ GỬI,SPX 4278,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN034480354158,0,ĐÃ GỬI,SPX 4158,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN032392682318,0,ĐÃ GỬI,SPX 2318,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN031922661058,0,ĐÃ GỬI,SPX 1058,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN036891585458,0,ĐÃ GỬI,SPX 5458,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN030836991218,0,ĐÃ GỬI,SPX 1218,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN039022387598,0,ĐÃ GỬI,SPX 7598,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN038728420318,0,ĐÃ GỬI,SPX 0318,,,,,
18/08 9:58,18,8,6,SHOPEE EXPRESS,OK,SPXVN035733832848,0,ĐÃ GỬI,SPX 2848,,,,,
18/08 11:48,18,8,7,VIETTEL,OK,SHOPEEVTP101661803,0,ĐÃ GỬI,VIETTEL 1803,,,,,
18/08 11:48,18,8,6,SHOPEE EXPRESS,OK,SPXVN036882378998,2,HOÀN,SPX 8998,,,,,
18/08 11:48,18,8,6,SHOPEE EXPRESS,OK,SPXVN031371393378,0,ĐÃ GỬI,SPX 3378,,,,,
18/08 11:48,18,8,6,SHOPEE EXPRESS,OK,SPXVN035881458568,0,ĐÃ GỬI,SPX 8568,,,,,
18/08 11:48,18,8,6,SHOPEE EXPRESS,OK,SPXVN036290379568,0,ĐÃ GỬI,SPX 9568,,,,,
18/08 11:48,18,8,6,SHOPEE EXPRESS,OK,SPXVN033115137258,0,ĐÃ GỬI,SPX 7258,,,,,
18/08 11:48,18,8,6,SHOPEE EXPRESS,OK,SPXVN038611398818,0,ĐÃ GỬI,SPX 8818,,,,,
18/08 11:48,18,8,6,SHOPEE EXPRESS,OK,SPXVN036744625418,0,ĐÃ GỬI,SPX 5418,,,,,
18/08 11:48,18,8,3,GIAO HÀNG NHANH,OK,G8LRGUXQ,0,ĐÃ GỬI,GHN GUXQ,,,,,
18/08 11:48,18,8,1,VNPOST,OK,CE611616355VN,0,ĐÃ GỬI,VNP 55VN,,,,,
18/08 11:48,18,8,1,VNPOST,OK,CE611616673VN,0,ĐÃ GỬI,VNP 73VN,,,,,
18/08 11:48,18,8,1,VNPOST,OK,CE611616863VN,0,ĐÃ GỬI,VNP 63VN,,,,,
18/08 11:48,18,8,1,VNPOST,OK,CE611617183VN,0,ĐÃ GỬI,VNP 83VN,,,,,
18/08 11:48,18,8,1,VNPOST,OK,CE611617400VN,0,ĐÃ GỬI,VNP 00VN,,,,,
18/08 11:48,18,8,1,VNPOST,OK,CE611617719VN,0,ĐÃ GỬI,VNP 19VN,,,,,
18/08 11:48,18,8,1,VNPOST,OK,CE611618192VN,0,ĐÃ GỬI,VNP 92VN,,,,,
18/08 11:49,18,8,1,VNPOST,OK,CE611618524VN,0,ĐÃ GỬI,VNP 24VN,,,,,
18/08 11:49,18,8,1,VNPOST,OK,CE611618966VN,0,ĐÃ GỬI,VNP 66VN,,,,,
18/08 11:49,18,8,1,VNPOST,OK,CE611619326VN,0,ĐÃ GỬI,VNP 26VN,,,,,
18/08 11:54,18,8,1,VNPOST,OK,CE611533850VN,0,ĐÃ GỬI,VNP 50VN,,,,,
18/08 11:54,18,8,1,VNPOST,OK,CE611534095VN,0,ĐÃ GỬI,VNP 95VN,,,,,
18/08 11:54,18,8,1,VNPOST,OK,CE611615514VN,0,ĐÃ GỬI,VNP 14VN,,,,,
18/08 11:54,18,8,1,VNPOST,OK,CE611615797VN,0,ĐÃ GỬI,VNP 97VN,,,,,
18/08 11:54,18,8,3,GIAO HÀNG NHANH,OK,G8LRCGB7,0,ĐÃ GỬI,GHN CGB7,,,,,
18/08 11:54,18,8,1,VNPOST,OK,CE611616072VN,0,ĐÃ GỬI,VNP 72VN,,,,,
18/08 12:30,18,8,6,SHOPEE EXPRESS,OK,SPXVN034266857358,0,ĐÃ GỬI,SPX 7358,,,,,
18/08 12:30,18,8,6,SHOPEE EXPRESS,OK,SPXVN037956434008,0,ĐÃ GỬI,SPX 4008,,,,,
18/08 12:30,18,8,6,SHOPEE EXPRESS,OK,SPXVN039840817508,0,ĐÃ GỬI,SPX 7508,,,,,
18/08 12:30,18,8,6,SHOPEE EXPRESS,OK,SPXVN038019254468,0,ĐÃ GỬI,SPX 4468,,,,,
18/08 12:30,18,8,6,SHOPEE EXPRESS,OK,SPXVN039246651998,0,ĐÃ GỬI,SPX 1998,NGÀY 18-8 ĐƠN: 101,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN031858343318,0,ĐÃ GỬI,SPX 3318,,,,,
19/08 12:56,19,8,1,VNPOST,OK,EI541622025VN,0,ĐÃ GỬI,VNP 25VN,,,,,
19/08 12:56,19,8,7,VIETTEL,OK,SHOPEEVTP101665962,0,ĐÃ GỬI,VIETTEL 5962,,,,,
19/08 12:56,19,8,2,JT EXPRESS,OK,812200076130,0,ĐÃ GỬI,JT 6130,,,,,
19/08 12:56,19,8,3,GIAO HÀNG NHANH,OK,G8LMVQWB,0,ĐÃ GỬI,GHN VQWB,,,,,
19/08 12:56,19,8,3,GIAO HÀNG NHANH,OK,G8LMVQWD,0,ĐÃ GỬI,GHN VQWD,,,,,
19/08 12:56,19,8,3,GIAO HÀNG NHANH,OK,G8LMVQWN,0,ĐÃ GỬI,GHN VQWN,,,,,
19/08 12:56,19,8,3,GIAO HÀNG NHANH,OK,G8LMVQWT,0,ĐÃ GỬI,GHN VQWT,,,,,
19/08 12:56,19,8,3,GIAO HÀNG NHANH,OK,G8LMVQWP,0,ĐÃ GỬI,GHN VQWP,,,,,
19/08 12:56,19,8,3,GIAO HÀNG NHANH,OK,G8LMVQW3,0,ĐÃ GỬI,GHN VQW3,,,,,
19/08 12:56,19,8,3,GIAO HÀNG NHANH,OK,G8LMVQW4,0,ĐÃ GỬI,GHN VQW4,,,,,
19/08 12:56,19,8,3,GIAO HÀNG NHANH,OK,G8LMVQWK,0,ĐÃ GỬI,GHN VQWK,,,,,
19/08 12:56,19,8,3,GIAO HÀNG NHANH,OK,G8LM9ETG,0,ĐÃ GỬI,GHN 9ETG,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN035752092008,0,ĐÃ GỬI,SPX 2008,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN036007502158,0,ĐÃ GỬI,SPX 2158,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN039502340338,0,ĐÃ GỬI,SPX 0338,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN038968742738,0,ĐÃ GỬI,SPX 2738,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN037767469348,0,ĐÃ GỬI,SPX 9348,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN033557810468,0,ĐÃ GỬI,SPX 0468,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN030336079428,0,ĐÃ GỬI,SPX 9428,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN030881704078,0,ĐÃ GỬI,SPX 4078,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN038494222118,0,ĐÃ GỬI,SPX 2118,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN036765479918,0,ĐÃ GỬI,SPX 9918,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN034302166878,0,ĐÃ GỬI,SPX 6878,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN034104538058,0,ĐÃ GỬI,SPX 8058,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN036943799708,0,ĐÃ GỬI,SPX 9708,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN034113566738,0,ĐÃ GỬI,SPX 6738,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN035598231688,0,ĐÃ GỬI,SPX 1688,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN037988155538,0,ĐÃ GỬI,SPX 5538,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN036695159048,0,ĐÃ GỬI,SPX 9048,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN035319800448,0,ĐÃ GỬI,SPX 0448,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN031797602298,0,ĐÃ GỬI,SPX 2298,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN038031214428,0,ĐÃ GỬI,SPX 4428,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN030334782708,0,ĐÃ GỬI,SPX 2708,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN032855395068,0,ĐÃ GỬI,SPX 5068,,,,,
19/08 12:56,19,8,6,SHOPEE EXPRESS,OK,SPXVN037252627178,0,ĐÃ GỬI,SPX 7178,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN034817314148,0,ĐÃ GỬI,SPX 4148,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN039639079278,0,ĐÃ GỬI,SPX 9278,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN036513516508,0,ĐÃ GỬI,SPX 6508,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN036079591718,2,HOÀN,SPX 1718,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN032676296658,0,ĐÃ GỬI,SPX 6658,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN030898640248,0,ĐÃ GỬI,SPX 0248,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN037724107358,0,ĐÃ GỬI,SPX 7358,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN036673103728,0,ĐÃ GỬI,SPX 3728,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN030114963678,0,ĐÃ GỬI,SPX 3678,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN031457777148,0,ĐÃ GỬI,SPX 7148,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN032373484508,0,ĐÃ GỬI,SPX 4508,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN035247502268,0,ĐÃ GỬI,SPX 2268,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN032848517598,0,ĐÃ GỬI,SPX 7598,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN033357040468,0,ĐÃ GỬI,SPX 0468,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN036906025738,0,ĐÃ GỬI,SPX 5738,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN039436346308,0,ĐÃ GỬI,SPX 6308,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN039322762218,0,ĐÃ GỬI,SPX 2218,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN032497994138,2,HOÀN,SPX 4138,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN038545074928,0,ĐÃ GỬI,SPX 4928,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN036246387568,0,ĐÃ GỬI,SPX 7568,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN035942785638,2,HOÀN,SPX 5638,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN034315476958,0,ĐÃ GỬI,SPX 6958,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN032017551568,0,ĐÃ GỬI,SPX 1568,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN030688884938,0,ĐÃ GỬI,SPX 4938,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN036098329238,0,ĐÃ GỬI,SPX 9238,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN033804792448,0,ĐÃ GỬI,SPX 2448,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN033614944198,0,ĐÃ GỬI,SPX 4198,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN035438277318,0,ĐÃ GỬI,SPX 7318,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN035890182528,0,ĐÃ GỬI,SPX 2528,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN031300096738,0,ĐÃ GỬI,SPX 6738,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN033223997918,0,ĐÃ GỬI,SPX 7918,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN032340928628,0,ĐÃ GỬI,SPX 8628,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN039621152758,0,ĐÃ GỬI,SPX 2758,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN034276026088,0,ĐÃ GỬI,SPX 6088,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN030398403228,0,ĐÃ GỬI,SPX 3228,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN032813309328,0,ĐÃ GỬI,SPX 9328,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN039808586758,0,ĐÃ GỬI,SPX 6758,,,,,
19/08 12:57,19,8,6,SHOPEE EXPRESS,OK,SPXVN030758564688,0,ĐÃ GỬI,SPX 4688,,,,,
19/08 13:30,19,8,3,GIAO HÀNG NHANH,OK,G8LM6F9N,0,ĐÃ GỬI,GHN 6F9N,,,,,
19/08 13:30,19,8,3,GIAO HÀNG NHANH,OK,G8LM6FHM,0,ĐÃ GỬI,GHN 6FHM,,,,,
19/08 13:30,19,8,3,GIAO HÀNG NHANH,OK,G8LM67CU,0,ĐÃ GỬI,GHN 67CU,,,,,
19/08 13:30,19,8,6,SHOPEE EXPRESS,OK,SPXVN034181957068,0,ĐÃ GỬI,SPX 7068,,,,,
19/08 13:30,19,8,6,SHOPEE EXPRESS,OK,SPXVN039654818898,0,ĐÃ GỬI,SPX 8898,,,,,
19/08 13:30,19,8,6,SHOPEE EXPRESS,OK,SPXVN036690174038,0,ĐÃ GỬI,SPX 4038,,,,,
19/08 15:26,19,8,2,JT EXPRESS,OK,812200121985,0,ĐÃ GỬI,JT 1985,,,,,
19/08 16:12,19,8,3,GIAO HÀNG NHANH,OK,G8LMKF3X,0,ĐÃ GỬI,GHN KF3X,NGÀY 19-8 ĐƠN: 82,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN033775785858,0,ĐÃ GỬI,SPX 5858,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN036020106838,0,ĐÃ GỬI,SPX 6838,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN033272647038,0,ĐÃ GỬI,SPX 7038,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN037652812228,0,ĐÃ GỬI,SPX 2228,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN034962535968,0,ĐÃ GỬI,SPX 5968,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN034247417338,0,ĐÃ GỬI,SPX 7338,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN037498590308,0,ĐÃ GỬI,SPX 0308,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN036652248308,0,ĐÃ GỬI,SPX 8308,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN036767106658,0,ĐÃ GỬI,SPX 6658,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN030300001378,0,ĐÃ GỬI,SPX 1378,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN032425420358,0,ĐÃ GỬI,SPX 0358,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN036243252688,0,ĐÃ GỬI,SPX 2688,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN039815061948,0,ĐÃ GỬI,SPX 1948,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN039850863128,0,ĐÃ GỬI,SPX 3128,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN032416809948,0,ĐÃ GỬI,SPX 9948,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN031973566208,0,ĐÃ GỬI,SPX 6208,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN034425023508,0,ĐÃ GỬI,SPX 3508,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN033978971378,0,ĐÃ GỬI,SPX 1378,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN037489736738,0,ĐÃ GỬI,SPX 6738,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN035793972748,0,ĐÃ GỬI,SPX 2748,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN039483547588,0,ĐÃ GỬI,SPX 7588,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN033991094318,0,ĐÃ GỬI,SPX 4318,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN032066252808,0,ĐÃ GỬI,SPX 2808,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN030832781118,0,ĐÃ GỬI,SPX 1118,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN035195962538,0,ĐÃ GỬI,SPX 2538,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN032172887738,0,ĐÃ GỬI,SPX 7738,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN030881747198,0,ĐÃ GỬI,SPX 7198,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN032219610598,0,ĐÃ GỬI,SPX 0598,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN032786973298,0,ĐÃ GỬI,SPX 3298,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN036455882258,0,ĐÃ GỬI,SPX 2258,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN035107386658,0,ĐÃ GỬI,SPX 6658,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN037428891208,0,ĐÃ GỬI,SPX 1208,,,,,
20/08 13:21,20,8,6,SHOPEE EXPRESS,OK,SPXVN031734276238,0,ĐÃ GỬI,SPX 6238,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN031042552328,0,ĐÃ GỬI,SPX 2328,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN037359584748,0,ĐÃ GỬI,SPX 4748,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN037633172618,0,ĐÃ GỬI,SPX 2618,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN039087493858,0,ĐÃ GỬI,SPX 3858,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN033809355518,0,ĐÃ GỬI,SPX 5518,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN031133193678,0,ĐÃ GỬI,SPX 3678,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN038582177618,0,ĐÃ GỬI,SPX 7618,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN036409347118,0,ĐÃ GỬI,SPX 7118,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN036334599948,0,ĐÃ GỬI,SPX 9948,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN038433869238,0,ĐÃ GỬI,SPX 9238,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN032514073628,0,ĐÃ GỬI,SPX 3628,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN037749936018,0,ĐÃ GỬI,SPX 6018,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN035744928278,2,HOÀN,SPX 8278,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN037972826098,0,ĐÃ GỬI,SPX 6098,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN036438554668,2,HOÀN,SPX 4668,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN039174201838,0,ĐÃ GỬI,SPX 1838,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN034514070148,0,ĐÃ GỬI,SPX 0148,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN037835598908,0,ĐÃ GỬI,SPX 8908,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN039335186128,0,ĐÃ GỬI,SPX 6128,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN030247116228,0,ĐÃ GỬI,SPX 6228,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN033256610828,0,ĐÃ GỬI,SPX 0828,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN038033759558,0,ĐÃ GỬI,SPX 9558,,,,,
20/08 13:22,20,8,6,SHOPEE EXPRESS,OK,SPXVN034426163528,0,ĐÃ GỬI,SPX 3528,,,,,
20/08 13:24,20,8,2,JT EXPRESS,OK,JNTMP0018620702VNA,0,ĐÃ GỬI,JT 2VNA,,,,,
